text;summary
By Simon Jones for the Daily Mail Benfica have opened talks with Queens Park Rangers for keeper Julio Cesar. The Brazilian is surplus to requirements at Loftus Road as QPR look to offload his £100,000-a-week wages. The 34-year-old’s wages are an issue for the Portuguese champions but they are trying to negotiate a compromise deal. On the move: Benfica are hoping to agree a deal to take Julio Cesar to the Stadium of Light Pedigree: Cesar played in all seven of Brazil's World Cup matches earlier this summer Jorge Jesus' side are also looking at Manchester United’s Anders Lindegaard. Cesar, who played in all seven of Brazil's matches at this summer's World Cup, joined Toronto in February and made seven appearances while on loan with the Canadian outfit. Meanwhile Fulham are in talks with ex-Germany goalkeeper Timo Hildebrand.;Harry Redknapp is keen to offload the goalkeeper due to his high wages . Cesar played in all seven of Brazil's matches at the World Cup this summer . He spent the latter half of last season on loan at Canadian side Toronto . Benfica are also interested in Manchester United's Anders Lindegaard . Fulham are in talks with ex-Germany goalkeeper Timo Hildebrand
A Florida bus passenger was arrested for throwing a Snickers bar at the driver's head after threatening him and being disruptive during the ride, according to police. Joel Parker, 33, was about to get off the Sunshine Bus in St Johns County on Wednesday when he asked the driver if he would like a Snickers bar. When the driver declined the offering, Parker threw the candy bar at his head instead, police said. The driver was not injured but called the police and Parker was arrested for battery, according to WFTV. Parker posted $250 bond and was issued a trespass warning. He is also never allowed to use the bus again. Joel Parker, 33, was arrested for throwing a Snickers bar at a bus driver's head after threatening and disrupting him during the ride through St Johns County, Florida, according to police;Joel Parker, 33, was riding the bus in St Johns County, Florida . Police said he threatened the driver and was disruptive during the ride . As he got off the bus he offered the candy bar to the driver, who declined . He was arrested for battery and is never allowed to ride the bus again
Arsenal's French full back Mathieu Debuchy could be out until Christmas after suffering ankle ligament damage against Manchester City last weekend. Manager Arsene Wenger revealed that Debuchy will undergo an exploratory operation on his ankle injury on Friday evening which will determine how long he is out for. If he does not need further surgery, it will be six weeks before his return, but if he needs to go under the knife it will rule him out for at least three months. Mathieu Debuchy looks anguished after suffering ankle ligament damage against Manchester City Debuchy was clearly distraught as he was lifted onto a stretcher at the Emirates stadium last weekend The Arsenal defender is now set for an operation which could leave him out until Christmas The Gunners will have to rely on 19-year-old defender Calum Chambers as their only established right back;Mathieu Debuchy will have exploratory surgery on Friday . French full back could be out until Christmas if he needs a further operation . Arsene Wenger says the minimum he will be out for is six weeks . Arsenal lack cover in defence with only four fit senior defenders . Arsenal face Aston Villa on Saturday at Villa Park
Liverpool starlet Jerome Sinclair is set to join Wigan on loan until the end of the season. Latics boss Malky Mackay is an admirer of the 18-year-old forward and has contacted the Merseysiders about a temporary deal. Liverpool starlet Jerome Sinclair (left) is set to join Wigan on loan until the end of the season Wigan hope to have the deal completed by the weekend. Sinclair made his Liverpool debut in a League Cup win over West Brom in 2012 but hasn't made a senior appearance since, though he was recently named in the squad to face Besiktas in the Europa League. The teenager has five England Under 17 caps. Wigan hope to conclude a deal for the 18-year-old forward (right) by the weekend;Jerome Sinclair made his Liverpool debut in the League Cup in 2012 . 18-year-old forward hasn't made an appearance since for the Reds . The teenager has five international Under 17 caps for England . READ Sportsmail's profile of Liverpool starlet Sinclair . CLICK HERE for all the latest Liverpool news
By Laurie Whitwell for MailOnline Aston Villa are close to appointing Arsenal’s chief commercial officer Tom Fox as their new chief executive, it is believed. Owner Randy Lerner has been in the country for advanced talks with Fox about the position, which was vacated when Paul Faulkner surprisingly left in July. Great start: Aston Villa won their opening game of the Premier League season, beating Stoke 1-0 Boost: Fox's appointment would aid Villa boss Paul Lambert Lerner, who put the club up for sale at the end of last season, has taken a more hands on role but wants a set-up in place that supports manager Paul Lambert and aids commercial activity. American Fox, at Arsenal since 2009, helped the club secure a £170million kit deal with Puma last year.;Tom Fox has reportedly held talks with Aston Villa owner Randy Lerner . Paul Faulkner vacated the position at Villa Park in July . American Lerner put the Birmingham club up for sale at the end of last season . Fox helped Arsenal secure a £170million kit deal with Puma last year . Villa won their opening game of the Premier League season, beating Stoke City 1-0 away from home
Legia Warsaw have sent an open letter to Celtic requesting a one-off match in either Glasgow or Warsaw to determine who should qualify for the next round of the Champions League. The Polish side thrashed the Scottish champions 6-1 over two legs in the third qualifying round of the competition, but were then kicked out of the competition by UEFA after fielding ineligible player, Bartosz Bereszynski. But they have now written to Celtic to another chance to play Maribor in the play-off for the group stage. Legia co-owner Daruisz Mioduski wrote in the letter 'Meet in Warsaw or in Glasgow and let's settle this matter honourably.' Scroll down to read the entire letter below... Unhappy: Legia Warsaw manager Henning Berg was unhappy to see his side kicked out of the competition;Legia Warsaw send an open letter to Celtic requesting a play-off . The Scottish champions lost 6-1 over two legs in the Champions League . But the Polish side were kicked out after using an ineligible player . And now Henning Berg's side are hoping for a one-off match to settle matter
Following a promotional tour which has spanned 13,000 miles in 10 days and visited eight countries on three continents, Conor McGregor and Jose Aldo come face-to-face for the final time in Dublin ahead of their UFC featherweight title showdown in Las Vegas on July 11. McGregor will be on home turf in the Irish capital and can expect a warm reception as the trash talking between himself and his Brazilian opponent continues. Watch the press conference live here on Sportsmail from 6pm. The partisan Dublin crowd await the arrival of local hero Conor McGregor and title holder Jose Aldo;McGregor and Aldo to appear in final press conference of UFC 189 tour . They will come face-to-face in McGregor's home city of Dublin . The eagerly-anticipated fight takes place in Las Vegas on July 11 . READ: McGregor predicts 'four minute' finish for Jose Aldo! . CLICK HERE for all the latest UFC news
Curt Warburton admits he still has regrets over his split-decision defeat to Stevie Ray in June. The former UFC fighter lost his rematch with the Scotsman and missed out on the chance to win the Cage Warriors lightweight title. But, as he explains, the County Durham man is confident he can settle the score once and for all. Curt Warburton (left) is ready to beat Stevie Ray (right) and settle their long-running rivalry;Curt Warburton is ready to right the wrongs when he fights Stevie Ray . He faces the lightweight champion for the third time having lost in June . Warburton still regrets not finishing his opponent off in their second bout . Watch live on Mail Online from the Metro Arena in Newcastle on Saturday
A suicide bomber wearing an explosive vest blew himself up among mourners inside a funeral tent on a farm about 12 miles north of Baghdad, Iraq, on Monday, according to police. At least 21 people were killed and 35 others injured at the funeral in al Taji, a mostly Sunni district, officials said. The funeral was for a member of the local Awakening Council, a group also known as the Sons of Iraq and Sahawat, made up of Sunni Arab fighters who turned against al Qaeda. Iraqi security forces believe that ISIS militants were behind the attack. Awakening Councils are U.S.-backed groups that have been active in Iraq since 2006. A few years ago, the councils were credited as being a major factor in a drop in violence across Iraq, but council members have also become targets for jihadists.;A suicide bomber blows himself up at a funeral north of Baghdad . At least 21 people die and 35 are injured, police said . The funeral was for a member of a Sunni group that has turned against al Qaeda . Iraqi security believes ISIS militants are behind the bombing
"(CNN) -- As one of Kenya's premier cyclists, David Kinjah crossed the finish line winning medal after medal on several occasions. When he wasn't taking the top spot on the podium, he'd be nurturing local talent, like future Tour de France champion Chris Froome. Today, Kinjah is passing on his expertise through his organization Safari Simbaz, a group of dedicated young people hoping to become cycling heroes in a country known for producing world-class runners. ""Kenyan cycling is still at grassroots, and that's a good thing because there's not much politics,"" Kinjah tells CNN. ""We do it at our own village level and we are happy, but the future looks bright. ""And in the future there will be the Kenyan runners beating the world, but also possibly the Kenyan cyclists doing well on the world cycling stage."" Scroll through the gallery above to explore Kinjah's history and vision.";"David Kinjah is one of Kenya's most successful cyclists . As well as a successful career, Kinjah mentored future Tour de France champion Chris Froome . Today he runs the Safari Simbaz, a group of aspiring cyclists in Kenya . Kinjah says: ""We realize that there is a huge potential in developing local talent"""
"Jakarta, Indonesia (CNN) -- A restless volcano in northern Indonesia erupted Friday, spewing clouds of ash as high as 2 kilometers into the sky, the country's National Disaster Management Agency said. The authorities are warning residents to stay away from the volcano, Mt. Lokon, in North Sulawesi, said Sutopo Purwo Nugroho, a spokesman for the disaster management agency. A 2.5 kilometer exclusion zone had already been set up around Mt. Lokon, which had been showing signs of activity in recent days. A series of eruptions by Mt. Lokon in July prompted the evacuation of thousands of local residents. The volcano also erupted in October and December. Indonesia is located on the ""Ring of Fire,"" an arc of fault lines circling the Pacific Basin that is prone to frequent earthquakes and volcanic eruptions.";Indonesian authorities are warning people to stay away from Mt. Lokon . The volcano erupted Friday, spewing ash 2 kilometers into the sky . A 2.5 kilometer exclusion zone has been set up around the volcano . An eruption by Mt. Lokon in July prompted the evacuation of thousands of residents
"Islamabad, Pakistan (CNN) -- The Pakistani Taliban claimed responsibility for a suicide attack on a funeral procession that killed at least 37 people in northwest Pakistan. More than 50 others were wounded when the bomber detonated explosives during a funeral on the outskirts of Peshawar, said police official Kalam Khan. He said a hand grenade was found at the site after explosion. Security forces promptly defused it. The attack occurred at the funeral of the wife of a member of a pro-government militia group, said Muhammad Ejaz Khan, a senior city police official. A few hours after the blast, a spokesman for the Pakistani Taliban said his group was behind the blast. ""We will keep continuing such attacks on all those who support U.S. and the Pakistan military,"" said spokesman Ihsanullah Ihsan, referring to pro-government militia groups. Journalist Nasir Habib contributed to this report";NEW: A grenade is found at the site of the blast, police say . NEW: The Taliban says it will continue to attack those who support the United States . The incident occurs at a funeral in northwest Pakistan . Police say the woman was the wife of a member of a pro-government militia group
"(CNN) -- On November 18, 1978, 909 Americans were led to their death by the Rev. Jim Jones in a mass murder-suicide pact in a South American jungle. Only 33 people survived. CNN special correspondent Soledad O'Brien reported on their untold stories in ""CNN Presents: Escape from Jonestown."" Correspondent Soledad O'Brien Sr. Executive Producer/VP Mark Nelson Executive Producer James Polk Executive Director Jody Gottlieb Producer David Matthews Senior Editor and Producer/Lead Editor April Hock Senior Editors/Producers Jack Austin Lee Hughey Blake Luce Karen Nolan Wendy Tennery Production Assistant Jack Lyons Photojournalists Jonathan Schaer Greg Kilday David Jenkins Henry Young Mike Calloway David Rust Ken Day Mark Biello Sound Technicians Kevin Kvicala Doug Thomas Jerry Appleman David Ruff Post Production Producers John Cooke Matt Scheibner Audio Mixer Rick Sierra On Line Editor Gary Wilkinson Manager of Production Amy Jordan Thelma Paschal Production Manager Jamie Hutton Production Coordinator Abigail Daniels";"CNN Presents: ""Escape from Jonestown"" premiered on Nov. 13, 2008 at 9 p.m. ET . In 1978, 909 Americans were led to mass murder-suicide by Rev. Jim Jones . One-third of the dead at Jonestown were children; only 33 people survived . CNN special correspondent Soledad O'Brien reports on untold stories of survivors"
(CNN) -- He's enemy No. 1 in the fight against ISIS. But after waves of airstrikes by both Iraq and U.S.-led coalition forces, questions abound over whether the terror group's leader, Abu Bakr al-Baghdadi, was hit. Iraq's minister of defense, Khaled al-Obeidi, said on Facebook that al-Baghdadi was wounded in airstrikes in Mosul on Friday night and that his deputy, Musallam al-Turkmani, was killed.;NEW: U.S. official: Iraqi forces targeted ISIS leader in airstrike . Iraq's defense minister and the Interior Ministry say Abu Bakr al-Baghdadi was injured . The Iraqi prime minister's office can't confirm, and analysts are skeptical about the claims . U.S says coalition airstrikes targeted a convoy in Mosul, but it's not clear if al-Baghdadi was hit
"NEW YORK (CNN) -- Three people were arrested Saturday after chaos broke out at an ""America's Next Top Model"" audition at a New York hotel, police said. ""American's Next Top Model"" is hosted and produced by supermodel Tyra Banks. Six people were injured, and two of them sought treatment at a hospital, authorities said. Police said they didn't know what provoked the bedlam, which resulted in three people being charged with disorderly conduct and inciting a riot in connection to the incident at the Park Central New York hotel in Manhattan. The audition was shut down after the incident, authorities said. Calls to Park Central management were not immediately returned on Saturday. The ""Top Model"" competition, hosted and produced by supermodel Tyra Banks and aired by the CW network, is in its 12th cycle.";"Police: 3 people were arrested Saturday after chaos broke out at a TV show audition . ""America's Next Top Model"" audition was being held at a New York hotel, police said . Two people sought treatment at a hospital, authorities said . ""Top Model"" competition is hosted by Tyra Banks and airs on CW network"
(CNN) -- NASA will launch Space Shuttle Endeavour on February 7, which will be the first of five launches this year before the shuttle fleet is retired. Endeavour will blast off from the Kennedy Space Center in Florida on a 13-day mission to the international space station. The mission will include three spacewalks, NASA said. The shuttle will also deliver the final U.S. portion of the space station. This portion will provide more room for crew members. NASA plans to retire its space shuttles Discovery, Endeavour and Atlantis later this year. The space agency has been looking for places, such as museums, to house the shuttles after they are retired. Space Shuttle Discovery will be transferred to the Smithsonian National Air and Space Museum in Washington. The privilege of showing off a shuttle won't be cheap -- about $29 million, NASA said.;This will be first of five launches this year before the shuttle fleet is retired . NASA is scheduled to launch Space Shuttle Endeavour on February 7 . Shuttle will deliver final U.S. portion of the international space station . NASA has been looking for places to house the shuttles once they are retired
"NEW YORK (CNN) -- The number of homicides in New York City rose about four percent in 2008 compared with the previous year, preliminary figures from the city's police department showed. There were 516 homicides in New York City in 2008, according to preliminary police figures. The NYPD's CompStat data showed 516 homicides in the city last year, up from 496 in 2007. That's still a dramatic change from 1990, when 2,262 homicides earned New York the title of ""murder capital"" of the nation. Though the figures are subject to change, the 2008 tally also represents a drop from the 596 homicides investigated in New York in 2006. The NYPD, which began compiling the report in 1963, cited its Operation Impact as a chief reason for the improvement in recent years. The operation places more uniformed officers in concentrated areas where crime rates are high, the NYPD said.";There were 516 homicides in the city last year, up from 496 in 2007 . That's still a dramatic change from 1990, when there were 2,262 homicides . The NYPD cites its Operation Impact as a chief reason for the improvement . The operation places more uniformed officers in areas where crime rates are high
"(CNN) -- The Ebola outbreak is much worse than official figures show and is ""spiraling out of control,"" a leading U.S. official said Tuesday -- due in part, he said, to some countries that inadvertently have made it harder to corral the deadly disease. Centers for Disease Control and Prevention Director Dr. Tom Frieden offered his stark commentary to CNN a day after Ellen Johnson Sirleaf, the president of Liberia, voiced dissatisfaction with the world response so far. ""In a way, we feel saddened by the response,"" President Sirleaf said. More than 3,000 people have been infected by Ebola in Liberia, Guinea, Sierra Leone and Nigeria since the first documented cases in December, according to the World Health Organization. At least 1,552 have died. Human trial of experimental Ebola vaccine begins";"NEW: Obama to West Africans: ""We know how to"" stop Ebola from spreading . NEW: U.S. official: 500 from CDC working on Ebola; 100 government workers in region . CDC director: ""Hugely fast increase"" in harder-to-manage Ebola cases of late . Liberian President: ""We feel saddened"" by the international response to the crisis"
"(CNN) -- An unruly passenger aboard a cross-country American Airlines flight forced the plane to make an unscheduled landing in Phoenix, according to police and a passenger on board. American Airlines Flight 1488 left Los Angeles International Airport Thursday heading for Miami. A 21-year-old Hispanic male started behaving erratically during the flight, according to Sgt. Steve Martos, a spokesman for the Phoenix Police Department. ""Two guys and a girl, they held the guy down till we got on the ground,"" said passenger Janine Sharell. Martos said the flight crew decided to divert the plane and make an unscheduled landing at Phoenix Sky Harbor International Airport. Police officers boarded the plane when it landed and removed the unidentified man. ""Based on observations from the flight crew and our officers, the passenger was taken to an area hospital where he received medical attention, Martos said.";"American Airlines Flight 1488 made an unscheduled stop in Phoenix on Thursday . A passenger was behaving erratically, Phoenix police spokesman says . ""Two guys and a girl, they held the guy down till we got on the ground,"" witness says . Unidentified passenger was taken to an area hospital for treatment, police say"
"Washington (CNN) -- A cancer with no place in the 21st Century. A poison opposed with ""every breath in our body."" Talk is tough against ISIS, the Sunni jihadists rampaging through Syria and northern Iraq, following the group's release of a video showing the beheading American journalist James Foley. But what is the international community actually doing? Here is a breakdown by country of steps taken or announced: United States More than two years after President Barack Obama brought home combat troops from a lengthy war in Iraq, a new mission creeps upward.";"President Obama calls for friends and allies to take on the ISIS threat . U.S. air strikes are the most significant foreign military role so far . Germany, France and Italy pledge military aid to Iraq; Britain may send trainers . Syria also bombs ISIS forces, but Washington rejects any common fight"
(CNN) -- How did this happen? That is what many people were asking Wednesday, after news broke that a health care worker had flown commercially at a time she was supposedly monitoring herself for a possible Ebola infection. Amber Vinson, 29, is the third person to be diagnosed with Ebola in the United States -- after Thomas Eric Duncan, the Liberian national who fell ill after coming to Texas, and Nina Pham, who like Vinson had cared for Duncan at Dallas' Texas Health Presbyterian Hospital. As with Pham, many questions surround how Vinson contracted Ebola despite efforts to prevent health care workers like them from getting the disease. Now they are compounded with others about safeguards for those who had contact with Duncan, who succumbed to the disease on October 8, to prevent the disease from spreading further.;"NEW: CDC official: Those being monitored for Ebola may be put on ""no-board"" list . Vinson flew commercially in the time she was supposed to be self-monitoring for Ebola . Dallas health care worker called CDC about temperature, wasn't told not to fly, official says . CDC chief says that Vinson shouldn't have flown commercially, used ""public transport"""
(CNN) -- More than 4,000 passengers and crew were stuck on a cruise ship since an engine room fire cut power and left the ship listing four days ago. Passengers confirmed uncomfortable conditions aboard the Carnival Triumph, saying urine and feces streamed in the halls and down walls after toilet facilities failed. The smells from waste and spoiling food, as well as a lack of air conditioning, have made it a trip to remember. As the ship was slowly pulled to a dock in Mobile, Alabama, frustrated passengers shared their thoughts and stories on social media sites such as Twitter, Facebook and Instagram. You can read their stories below. . If you're unable to see the Storify page above, please click this link.;As the Triumph headed ashore, passengers shared their frustrations and concerns . Passengers and crew lived in squalid conditions since a fire knocked out power Sunday . You can read the latest from the cruise ship on CNN's live blog . Know someone who was on the ship? Share your story with CNN iReport
"(CNN) -- Police have detained a man in his 70s at Montreal airport after a suspicious item was found in his luggage for a flight to Los Angeles, authorities said. The item discovered wasn't an explosive but a part of a potential device, said Montreal Police Cmdr. Ian Lafreniere. The detained man is known to police, Lafraniere said, but not for anything related to terrorism. Police searched the other passengers and their luggage, looking for a possible accomplice, the police commander said. But none was found. Authorities then began searching the man's home and car, he said, seeking ""anything that will make us understand what's going on."" During the time it took police to secure the area around the man's home, about 20 people were evacuated from the area. They have all since been allowed to return.";Police: The suspicious item is part of a potential device but not an explosive . The flight the man was going to board was bound for Los Angeles . The man in his 70s is known to police but not for terrorism, an official says . Police have searched other passengers and the man's home
CHICAGO, Illinois (CNN) -- A clerk's quick flip of a switch foiled a robbery Friday at an Office Depot store in downtown Chicago. Police said a man wearing a light blue button-down shirt and dark slacks entered the store carrying a gun concealed in a folded newspaper. He approached one of the store's cash registers and demanded the contents of the safe, police said. The clerk refused but immediately turned on the public address system so that other customers could hear what was going on. Hearing his threat broadcast throughout the store, the man fled. He ended up robbing a nearby Fannie May candy store at gunpoint, police said, and fled that store in a white taxi. Authorities said the robber, a man between ages 30 and 40, was still at large. No injuries were reported in either robbery.;Store clerk switches on PA system after being threatened by man with gun . Armed robber flees after hearing his threat broadcast to customers in the store . Robber struck at nearby Fannie May candy store, holding store up at gunpoint . Authorities say the robber, a man between ages 30 and 40, is still at large
(CNN) -- Four days of heavy rains triggered a landslide that killed 12 children and eight adults near Mount Kilimanjaro in northern Tanzania, authorities said Friday. Five of the children were under six, said Suzan Kaganda, a police department spokeswoman. The death toll could go up as rescue crews search the area for people reported missing, Kaganda said. Most victims of the late Tuesday landslide live in the Kilimanjaro region near the mountain by the same name, Kaganda said. The mountain is the highest peak in Africa and is a major tourist attraction. U.N. officials warned last month that east Africa is facing mudslides, crop destruction and waterborne diseases as a result of heavy downpour triggered by El Nino weather patterns. Most east African countries have been water-starved in the past few years, exacerbating the results of floods, because a lot of greenery disappeared in the drought.;Most victims of the landslide live in the Kilimanjaro region near the mountain by the same name . U.N. warned east Africa is facing mudslides, crop destruction and waterborne diseases related to El Nino weather patterns . The mountain is the highest peak in Africa and is a major tourist attraction
(CNN) -- Seven miners were killed Saturday in an explosion at a coal mine in southwest China, state-run media reported. The blast occurred at about 2 a.m. local time at the Huangshuiba Coal Mine in the town of Yumo in the Guizhou Province, where 50 miners were working, the state-run Xinhua news agency reported, citing local officials. Rescuers pulled 45 miners out of mine, including two who later died from injuries sustained in the blast, the news agency reported. The bodies of five miners were found near the blast site, according to Xinhua. The cause of the accident was under investigation, authorities said, according to the news agency. CNN's Elwyn Lopez contributed to this report;A blast occurred early Saturday at a coal mine in the Guizhou Province, state media reports . 50 miners were working at the time of the blast, state media reports . The bodies of five miners were found near the blast site, Xinhua reports . Two miners died later of their injuries, the news agency
(CNN) -- Are you a fanatical supporter of your football team? Do you keep up-to-date with all the latest club news and like to shout about your opinions? If so, you may have what it takes to be a football fan reporter for CNN. As part of our coverage of world football we are looking for fans who are keen to represent their club over the coming season. If you would like to upload a short video explaining why you should be picked, click on your team's badge above to sign up. Alternatively, click on the video of the iReporters who have already joined the team to see their latest rant.;Have you got what it takes to be a reporter for your favorite team? . As part of CNN's coverage we want fans to talk about their clubs -- click on the badge below to sign up . If you keep up with the latest news and have opinions we want to hear them
(CNN) -- OK, get ready. This is really sweet. I was lucky to find a family who let us into their home to experience a very personal moment -- the moment they said goodbye to their first child going off to college. Caryn and Doug Kopp of Bedminster, New Jersey, say they feel like it was just yesterday when they were bringing Jamie home from the hospital. Now they are packing up her things and preparing to take her to college -- and girding themselves for a much quieter home once she's no longer around. Jamie predicts her dad will be the one to cry. Is she right? Produced by Mimi Schiffman. Videography by Mimi Schiffman and Rachel Kuipers.;Caryn and Doug Kopp's daughter Jamie is about to leave for college . The entire family knows it will be a big emotional adjustment . Jamie predicts her dad will be the one to cry, but is she right? . What does Jamie find in a time capsule created when she was born?
"(CNN) -- Dr. Kent Brantly had stared death in the face many times, doing all he could against frightful odds to save Ebola victims in West Africa. Until death stared back. In his first extensive on-camera interview since contracting the virus, Brantly recalled to NBC News on Tuesday how close he had come to being one more of the over 1,500 people the World Health Organization says have lost their lives to Ebola in the current outbreak. Doctors never told him outright he might not survive as he lay in a bed in Liberia, an ocean away from his family. They didn't have to. ""I felt like I was about to die,"" Brantly told NBC's Matt Lauer. ""And I said to the nurse taking care of me, 'I'm sick. I have no reserve, and I don't know how long I can keep this up.'""";"Dr. Kent Brantly went to West Africa to work for a Christian relief organization . He recalls feeling ""a little off"" on July 23, then testing positive for Ebola virus . Brantly says he had ""no reserve,"" didn't know if he could continue breathing . He did and -- after time at an Atlanta hospital -- was declared symptom-free"
"(EW.com) -- A ""Firefly"" reunion is coming to Comic-Con. Science Channel, which airs repeats of the short-lived Fox cult favorite, is hosting a 10-year anniversary panel for the sci-fi show. Creator Joss Whedon and writer Tim Minear along with stars Nathan Fillion, Alan Tudyk, Adam Baldwin, Sean Maher, Michael Fairman are all expected to be on board. The panel is being held Friday, July 13 at 12:30 p.m. See full story at EW.com. CLICK HERE to Try 2 RISK FREE issues of Entertainment Weekly © 2011 Entertainment Weekly and Time Inc. All rights reserved.";"Science Channel will host a panel at Comic-Con 2012 for cult favorite sci-fi show ""Firefly."" . Director Joss Whedon, writer Tim Minear and five of the actors are expected to attend. . The panel will be held in honor of the show's 10-year anniversary. . The panel will be held Friday, July 13 at 12:30 p.m."
Baghdad, Iraq (CNN) -- Tariq Aziz, a top lieutenant of executed Iraqi dictator Saddam Hussein, remained hospitalized at a U.S. military hospital Sunday after falling ill in prison, the U.S. command in Iraq reported. He was taken to the hospital Thursday, though no details of his ailment were released. But 1st Lt. Elizabeth Feste, a U.S. military spokeswoman, told CNN his condition was improving and he was being closely monitored. Aziz was one of the best-known faces of Hussein's government, serving as deputy prime minister from 1981 to 2003 and as foreign minister for part of that time. In March 2009, he was sentenced to 15 years in prison in connection with the 1992 executions of 42 merchants. He was captured by U.S. forces in April 2003, shortly after the U.S.-led invasion that toppled the Hussein. CNN's Mohammed Tawfeeq contributed to this report.;Tariq Aziz remained hospitalized at a U.S. military hospital Sunday after falling ill in prison . He was taken to the hospital Thursday, though no details of his ailment were released . Aziz served as deputy PM from 1981 to 2003 and as foreign minister for part of that time . He was sentenced to 15 years in connection with the 1992 executions of 42 merchants
"NEW YORK (CNN) -- Three people were arrested Saturday after chaos broke out at an ""America's Next Top Model"" audition at a New York hotel, police said. A large crowd at the Park Central New York hotel got unruly Saturday during a ""Top Model"" audition. Six people were injured, and two of them sought treatment at a hospital, authorities said. Police said they didn't know what provoked the bedlam. Three people were charged with disorderly conduct and inciting a riot in connection with the incident at the Park Central New York hotel in Manhattan. The audition was shut down after the incident, authorities said. Calls to Park Central management were not immediately returned on Saturday. The ""Top Model"" competition, hosted and produced by supermodel Tyra Banks and aired by the CW network, is in its 12th cycle.";"Police: 3 people were arrested Saturday after chaos broke out at a TV show audition . ""America's Next Top Model"" audition was being held at a New York hotel, police said . Two people sought treatment at a hospital, authorities said . ""Top Model"" competition is hosted by Tyra Banks and airs on CW network"
(CNN) -- As the oldest major tennis championship, Wimbledon can boast a heritage and tradition second to none. After 133 years of action at the All England club in south-west London, there are many memorable moments to choose from, and CNN World Sport has selected its top 10. Not necessarily dictated by the on-court action, our list incorporates the ridiculous as well as the sublime, the embarrassing alongside the triumphant. A host of the tournament's best-loved players are in there, from John McEnroe to Boris Becker, Virginia Wade to Jana Novotna, as well as some lesser-known faces, like that of the Centre Court's first streaker in 1996. Has your favorite Wimbledon moment made the cut? If you disagree with our selections, let us know why in the comments section below.;CNN World Sport selects 10 iconic moments in Wimbledon's 133-year history . John McEnroe's famous rant towards the umpire in 1981 is included . Australian Pat Cash's dash to the players' box in 1987 makes the cut too . Wimbledon's first Centre Court streaker -- in 1996 -- is also there
(CNN) -- A Democratic bill to overturn the Supreme Court's Hobby Lobby decision, which allows some companies to refuse insurance coverage for contraceptives because of religious objections, failed to advance in the Senate on Wednesday. Nearly all Republicans voted against it. Democrats argued the ruling last month was deeply unfair to women and blasted Republicans for blocking the bill. Republicans defended the religious rights of private companies impacted by the decision. The issue has strong implications for the 2014 midterm elections as each party tries to attract more women voters.;Democrats sought to overturn a key Supreme Court ruling on health insurance . Obamacare required certain companies to make birth control coverage available . But the court ruled that those businesses with religious objections didn't have to comply . Hobby Lobby was a large, private company that appealed to the Supreme Court
(CNN) -- A veteran detective and the murder suspect he was interviewing were killed Thursday in a shooting inside the Jackson, Mississippi, police headquarters. Detective Eric Smith, 40, was talking with suspect Jeremy Powell, 23, when the shots were fired, Jackson police said. Other law enforcement officers overheard the gunshots and rushed into the room, said a shaken Chris Mims, a spokesman for Mayor Harvey Johnson. They found both people dead. The incident occurred around 6 p.m. (7 p.m. ET). One hour later, the situation was contained, according to Othor Cain, a spokesman for the Hinds County Sheriff's Department,. The Mississippi Bureau of Investigation is leading the investigation into what happened, Mims said. Jackson, a city of about 175,000 residents, is the capital of Mississippi. CNN's AnneClaire Stapleton contributed to this report.;NEW: Two killed are Detective Eric Smith and murder suspect Jeremy Powell, police say . He was interviewing a murder suspect inside police headquarters . Detectives overheard gunshots, went into the room and found the suspect and detective dead . Mississippi Bureau of Investigation is leading the probe into what happened
"(CNN) -- The deaths of a father and his two daughters, whose bodies were discovered at Fort Hood, Texas, are being investigated as a possible murder-suicide, Army officials said Wednesday. The bodies of the 43-year-old man and the two girls, ages 9 and 4, were found in on-post housing Tuesday morning, the Army said in a statement. The three were dependents of a female soldier who recently returned from an overseas deployment, it said. ""Although a final determination has not been made and the investigation is continuing, early indications are the deaths are possibly the result of a tragic murder-suicide involving the husband and the two children,"" the statement said. Autopsies are being conducted by the Office of the Armed Forces Medical Examiner, the Army said. The identities of the dead have not been released pending notification of next of kin. CNN's Chelsea J. Carter contributed to this report.";"Bodies of a man, 43, and his daughters, ages 9 and 4, were discovered Tuesday . They were found in on-post housing at Fort Hood, authorities say . ""Early indications are the deaths are possibly the result of a tragic murder-suicide,"" the Army said . The three were dependents of a female soldier who recently returned from a deployment"
Ciudad Juarez, Mexico (CNN) -- An explosion rocked a candy factory in the Mexican border city of Juarez on Thursday, injuring dozens and killing at least one person, officials said. Search crews were still combing through the rubble hours after the blast, the city's top civil protection official told CNN affiliate FOROtv. At least one person was confirmed dead, Civil Protection chief Fernando Motta Allen said. At least 42 employees were injured, 11 seriously, according to Efren Matamoros, another Civil Protection official. The explosion caused part of the roof to collapse at the Blueberry candy factory. Preliminary reports indicate that an oven installed several months ago exploded, Matamoros said. Ciudad Juarez is across the border from El Paso, Texas. CNN's Eduardo Aragon, Elwyn Lopez and Catherine E. Shoichet contributed to this report.;NEW: An official says at least one person was killed in the blast . At least 42 people are injured after a factory explosion in Ciudad Juarez, an official says . The blast at the Blueberry candy factory caused part of the roof to collapse . Preliminary reports indicate an oven explodes, the official says
